@relation trafico

@attribute dia {Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo}
@attribute mes {Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre}
@attribute hora numeric
@attribute tipo {Laboral,Festivo,Víspera}
@attribute cantidad numeric
@attribute lluvia {si, no}

@data
Sábado,Enero,22,Víspera,4674,no
Domingo,Enero,22,Festivo,3009,no
Lunes,Enero,23,Laboral,2334,no
Martes,Enero,23,Laboral,2286,no
Miércoles,Enero,23,Laboral,2663,no
Jueves,Enero,23,Laboral,2783,no
Viernes,Enero,23,Laboral,3325,si
Sábado,Enero,23,Víspera,3285,no
Domingo,Enero,23,Festivo,1992,no
Lunes,Enero,24,Laboral,1044,no
Martes,Enero,24,Laboral,1108,no
Miércoles,Enero,24,Laboral,1292,no
Jueves,Enero,24,Laboral,1393,no
Viernes,Enero,24,Laboral,2055,si
Sábado,Enero,24,Víspera,2002,no
Domingo,Enero,24,Festivo,1067,no
Lunes,Febrero,1,Laboral,695,no
Martes,Febrero,1,Festivo,631,no
Miércoles,Febrero,1,Laboral,762,no
Jueves,Febrero,1,Laboral,874,no
Viernes,Febrero,1,Laboral,1367,no
Sábado,Febrero,1,Víspera,1794,no
Domingo,Febrero,1,Festivo,936,no
Lunes,Febrero,2,Laboral,342,no
Martes,Febrero,2,Festivo,353,no
Miércoles,Febrero,2,Laboral,446,no
Jueves,Febrero,2,Laboral,450,no
Viernes,Febrero,2,Laboral,871,no
Sábado,Febrero,2,Víspera,1077,no
Domingo,Febrero,2,Festivo,594,no
Lunes,Febrero,3,Laboral,216,no
Martes,Febrero,3,Festivo,221,no
Miércoles,Febrero,3,Laboral,192,no
Jueves,Febrero,3,Laboral,298,no
Viernes,Febrero,3,Laboral,602,no
Sábado,Febrero,3,Víspera,681,no
Domingo,Febrero,3,Festivo,437,no
Lunes,Febrero,4,Laboral,242,no
Martes,Febrero,4,Festivo,212,no
Miércoles,Febrero,4,Laboral,194,no
Jueves,Febrero,4,Laboral,278,no
Viernes,Febrero,4,Laboral,408,no
Sábado,Febrero,4,Víspera,504,no
Domingo,Febrero,4,Festivo,237,no
Lunes,Febrero,5,Laboral,414,no
Martes,Febrero,5,Festivo,397,no
Miércoles,Febrero,5,Laboral,413,no
Jueves,Febrero,5,Laboral,437,no
Viernes,Febrero,5,Laboral,439,no
Sábado,Febrero,5,Víspera,488,no
Domingo,Febrero,5,Festivo,277,no
Lunes,Febrero,6,Laboral,1421,no
Martes,Febrero,6,Festivo,1331,no
Miércoles,Febrero,6,Laboral,1429,no
Jueves,Febrero,6,Laboral,1461,no
Viernes,Febrero,6,Laboral,807,no
Sábado,Febrero,6,Víspera,710,no
Domingo,Febrero,6,Festivo,685,no
Lunes,Febrero,7,Laboral,5125,no
Martes,Febrero,7,Festivo,5112,no
Miércoles,Febrero,7,Laboral,5132,no
Jueves,Febrero,7,Laboral,5136,no
Viernes,Febrero,7,Laboral,1028,no
Sábado,Febrero,7,Víspera,874,no
Domingo,Febrero,7,Festivo,973,no
Lunes,Febrero,8,Laboral,9230,no
Martes,Febrero,8,Festivo,9092,no
Miércoles,Febrero,8,Laboral,9160,no
Jueves,Febrero,8,Laboral,9298,no
Viernes,Febrero,8,Laboral,1096,no
Sábado,Febrero,8,Víspera,894,no
Domingo,Febrero,8,Festivo,340,no
Lunes,Febrero,9,Laboral,9658,no
Martes,Febrero,9,Festivo,9985,no
Miércoles,Febrero,9,Laboral,9583,no
Jueves,Febrero,9,Laboral,9365,no
Viernes,Febrero,9,Laboral,1018,no
Sábado,Febrero,9,Víspera,578,no
Domingo,Febrero,9,Festivo,260,no
Lunes,Febrero,10,Laboral,8545,no
Martes,Febrero,10,Festivo,8644,no
Miércoles,Febrero,10,Laboral,8600,no
Jueves,Febrero,10,Laboral,6118,no
Viernes,Febrero,10,Laboral,1889,no
Sábado,Febrero,10,Víspera,1821,no
Domingo,Febrero,10,Festivo,904,no
Lunes,Febrero,11,Laboral,7648,no
Martes,Febrero,11,Festivo,7660,no
Miércoles,Febrero,11,Laboral,7753,no
Jueves,Febrero,11,Laboral,2049,no
Viernes,Febrero,11,Laboral,2013,no
Sábado,Febrero,11,Víspera,2371,no
Domingo,Febrero,11,Festivo,1282,no
Lunes,Febrero,12,Laboral,7500,no
Martes,Febrero,12,Festivo,7571,no
Miércoles,Febrero,12,Laboral,7664,no
Jueves,Febrero,12,Laboral,2311,no
Viernes,Febrero,12,Laboral,2187,no
Sábado,Febrero,12,Víspera,2318,no
Domingo,Febrero,12,Festivo,1274,no
Lunes,Febrero,13,Laboral,7860,no
Martes,Febrero,13,Festivo,7970,no
Miércoles,Febrero,13,Laboral,7910,no
Jueves,Febrero,13,Laboral,2358,no
Viernes,Febrero,13,Laboral,1986,no
Sábado,Febrero,13,Víspera,1584,no
Domingo,Febrero,13,Festivo,1092,no
Lunes,Febrero,14,Laboral,9357,no
Martes,Febrero,14,Festivo,9054,no
Miércoles,Febrero,14,Laboral,9317,no
Jueves,Febrero,14,Laboral,2335,no
Viernes,Febrero,14,Laboral,1922,no
Sábado,Febrero,14,Víspera,1238,no
Domingo,Febrero,14,Festivo,1100,no
Lunes,Febrero,15,Laboral,10345,no
Martes,Febrero,15,Festivo,10247,no
Miércoles,Febrero,15,Laboral,10395,no
Jueves,Febrero,15,Laboral,2305,no
Viernes,Febrero,15,Laboral,1658,no
Sábado,Febrero,15,Víspera,1106,no
Domingo,Febrero,15,Festivo,864,no
Lunes,Febrero,16,Laboral,10358,no
Martes,Febrero,16,Festivo,10322,no
Miércoles,Febrero,16,Laboral,10219,no
Jueves,Febrero,16,Laboral,1905,no
Viernes,Febrero,16,Laboral,972,no
Sábado,Febrero,16,Víspera,1166,no
Domingo,Febrero,16,Festivo,540,no
Lunes,Febrero,17,Laboral,9809,no
Martes,Febrero,17,Festivo,9653,no
Miércoles,Febrero,17,Laboral,9889,no
Jueves,Febrero,17,Laboral,819,no
Viernes,Febrero,17,Laboral,3830,no
Sábado,Febrero,17,Víspera,2719,no
Domingo,Febrero,17,Festivo,2828,no
Lunes,Febrero,18,Laboral,10392,no
Martes,Febrero,18,Festivo,9703,no
Miércoles,Febrero,18,Laboral,10325,no
Jueves,Febrero,18,Laboral,1802,no
Viernes,Febrero,18,Laboral,429,no
Sábado,Febrero,18,Víspera,282,no
Domingo,Febrero,18,Festivo,8360,no
Lunes,Febrero,19,Laboral,9068,no
Martes,Febrero,19,Festivo,9473,no
Miércoles,Febrero,19,Laboral,9382,no
Jueves,Febrero,19,Laboral,4272,no
Viernes,Febrero,19,Laboral,4977,no
Sábado,Febrero,19,Víspera,4657,no
Domingo,Febrero,19,Festivo,2569,no
Lunes,Febrero,20,Laboral,7649,no
Martes,Febrero,20,Festivo,8205,no
Miércoles,Febrero,20,Laboral,8314,no
Jueves,Febrero,20,Laboral,7432,no
Viernes,Febrero,20,Laboral,7348,no
Sábado,Febrero,20,Víspera,5949,no
Domingo,Febrero,20,Festivo,6386,no
Lunes,Febrero,21,Laboral,6365,no
Martes,Febrero,21,Festivo,6723,no
Miércoles,Febrero,21,Laboral,6983,no
Jueves,Febrero,21,Laboral,6703,no
Viernes,Febrero,21,Laboral,6022,no
Sábado,Febrero,21,Víspera,4127,no
Domingo,Febrero,21,Festivo,5307,no
Lunes,Febrero,22,Laboral,4373,no
Martes,Febrero,22,Festivo,4596,no
Miércoles,Febrero,22,Laboral,4665,no
Jueves,Febrero,22,Laboral,5093,no
Viernes,Febrero,22,Laboral,5035,no
Sábado,Febrero,22,Víspera,2958,no
Domingo,Febrero,22,Festivo,3086,no
Lunes,Febrero,23,Laboral,2755,no
Martes,Febrero,23,Festivo,3006,no
Miércoles,Febrero,23,Laboral,3185,no
Jueves,Febrero,23,Laboral,3221,no
Viernes,Febrero,23,Laboral,3355,no
Sábado,Febrero,23,Víspera,1949,no
Domingo,Febrero,23,Festivo,2004,no
Lunes,Febrero,24,Laboral,1286,no
Martes,Febrero,24,Festivo,1548,no
Miércoles,Febrero,24,Laboral,1795,no
Jueves,Febrero,24,Laboral,1558,no
Viernes,Febrero,24,Laboral,1803,no
Sábado,Febrero,24,Víspera,750,no
Domingo,Febrero,24,Festivo,672,no
Lunes,Febrero,1,Laboral,532,no
Martes,Febrero,1,Laboral,676,no
Miércoles,Febrero,1,Laboral,748,no
Jueves,Febrero,1,Laboral,863,si
Viernes,Febrero,1,Laboral,1723,si
Sábado,Febrero,1,Víspera,1933,si
Domingo,Febrero,1,Festivo,604,si
Lunes,Febrero,2,Laboral,281,no
Martes,Febrero,2,Laboral,370,no
Miércoles,Febrero,2,Laboral,393,no
Jueves,Febrero,2,Laboral,566,si
Viernes,Febrero,2,Laboral,1042,si
Sábado,Febrero,2,Víspera,1224,si
Domingo,Febrero,2,Festivo,283,si
Lunes,Febrero,3,Laboral,152,no
Martes,Febrero,3,Laboral,227,no
Miércoles,Febrero,3,Laboral,204,no
Jueves,Febrero,3,Laboral,325,si
Viernes,Febrero,3,Laboral,761,si
Sábado,Febrero,3,Víspera,808,si
Domingo,Febrero,3,Festivo,172,si
Lunes,Febrero,4,Laboral,182,no
Martes,Febrero,4,Laboral,172,no
Miércoles,Febrero,4,Laboral,194,no
Jueves,Febrero,4,Laboral,279,si
Viernes,Febrero,4,Laboral,530,si
Sábado,Febrero,4,Víspera,634,si
Domingo,Febrero,4,Festivo,196,si
Lunes,Febrero,5,Laboral,333,no
Martes,Febrero,5,Laboral,366,no
Miércoles,Febrero,5,Laboral,365,no
Jueves,Febrero,5,Laboral,482,si
Viernes,Febrero,5,Laboral,464,si
Sábado,Febrero,5,Víspera,587,si
Domingo,Febrero,5,Festivo,327,si
Lunes,Febrero,6,Laboral,1124,no
Martes,Febrero,6,Laboral,1259,no
Miércoles,Febrero,6,Laboral,1448,no
Jueves,Febrero,6,Laboral,1452,si
Viernes,Febrero,6,Laboral,934,si
Sábado,Febrero,6,Víspera,858,si
Domingo,Febrero,6,Festivo,1180,si
Lunes,Febrero,7,Laboral,4628,no
Martes,Febrero,7,Laboral,4938,no
Miércoles,Febrero,7,Laboral,5131,no
Jueves,Febrero,7,Laboral,5086,si
Viernes,Febrero,7,Laboral,1429,si
Sábado,Febrero,7,Víspera,1044,si
Domingo,Febrero,7,Festivo,4687,si
Lunes,Febrero,8,Laboral,1238,no
Martes,Febrero,8,Laboral,9254,no
Miércoles,Febrero,8,Laboral,9138,no
Jueves,Febrero,8,Laboral,9028,si
Viernes,Febrero,8,Laboral,2606,si
Sábado,Febrero,8,Víspera,1544,si
Domingo,Febrero,8,Festivo,8484,si
Lunes,Febrero,9,Laboral,936,no
Martes,Febrero,9,Laboral,9813,no
Miércoles,Febrero,9,Laboral,9877,no
Jueves,Febrero,9,Laboral,8982,si
Viernes,Febrero,9,Laboral,4215,si
Sábado,Febrero,9,Víspera,2392,si
Domingo,Febrero,9,Festivo,7247,si
Lunes,Febrero,10,Laboral,2220,no
Martes,Febrero,10,Laboral,8042,no
Miércoles,Febrero,10,Laboral,8086,no
Jueves,Febrero,10,Laboral,7970,si
Viernes,Febrero,10,Laboral,5771,si
Sábado,Febrero,10,Víspera,3267,si
Domingo,Febrero,10,Festivo,6446,si
Lunes,Febrero,11,Laboral,2044,no
Martes,Febrero,11,Laboral,7583,no
Miércoles,Febrero,11,Laboral,7352,no
Jueves,Febrero,11,Laboral,7818,si
Viernes,Febrero,11,Laboral,6791,si
Sábado,Febrero,11,Víspera,4447,si
Domingo,Febrero,11,Festivo,5767,si
Lunes,Febrero,12,Laboral,1286,no
Martes,Febrero,12,Laboral,7381,no
Miércoles,Febrero,12,Laboral,7241,no
Jueves,Febrero,12,Laboral,7870,si
Viernes,Febrero,12,Laboral,7292,si
Sábado,Febrero,12,Víspera,5352,si
Domingo,Febrero,12,Festivo,5749,si
Lunes,Febrero,13,Laboral,1872,no
Martes,Febrero,13,Laboral,7847,no
Miércoles,Febrero,13,Laboral,7647,no
Jueves,Febrero,13,Laboral,8230,si
Viernes,Febrero,13,Laboral,7494,si
Sábado,Febrero,13,Víspera,6226,si
Domingo,Febrero,13,Festivo,5874,si
Lunes,Febrero,14,Laboral,1754,no
Martes,Febrero,14,Laboral,9083,no
Miércoles,Febrero,14,Laboral,8798,no
Jueves,Febrero,14,Laboral,9752,si
Viernes,Febrero,14,Laboral,8671,si
Sábado,Febrero,14,Víspera,7039,si
Domingo,Febrero,14,Festivo,6501,si
Lunes,Febrero,15,Laboral,1519,no
Martes,Febrero,15,Laboral,10200,no
Miércoles,Febrero,15,Laboral,10012,no
Jueves,Febrero,15,Laboral,10881,si
Viernes,Febrero,15,Laboral,8227,si
Sábado,Febrero,15,Víspera,5868,si
Domingo,Febrero,15,Festivo,7334,si
Lunes,Febrero,16,Laboral,1203,no
Martes,Febrero,16,Laboral,10184,no
Miércoles,Febrero,16,Laboral,9791,no
Jueves,Febrero,16,Laboral,10204,si
Viernes,Febrero,16,Laboral,5948,si
Sábado,Febrero,16,Víspera,4490,si
Domingo,Febrero,16,Festivo,7360,si
Lunes,Febrero,17,Laboral,993,no
Martes,Febrero,17,Laboral,9762,no
Miércoles,Febrero,17,Laboral,9337,no
Jueves,Febrero,17,Laboral,9027,si
Viernes,Febrero,17,Laboral,6492,si
Sábado,Febrero,17,Víspera,5097,si
Domingo,Febrero,17,Festivo,6966,si
Lunes,Febrero,18,Laboral,4526,no
Martes,Febrero,18,Laboral,9925,no
Miércoles,Febrero,18,Laboral,10035,no
Jueves,Febrero,18,Laboral,9081,si
Viernes,Febrero,18,Laboral,7050,si
Sábado,Febrero,18,Víspera,6947,si
Domingo,Febrero,18,Festivo,8537,si
Lunes,Febrero,19,Laboral,4484,no
Martes,Febrero,19,Laboral,9012,no
Miércoles,Febrero,19,Laboral,9299,no
Jueves,Febrero,19,Laboral,9480,si
Viernes,Febrero,19,Laboral,7462,si
Sábado,Febrero,19,Víspera,7310,si
Domingo,Febrero,19,Festivo,8955,si
Lunes,Febrero,20,Laboral,6832,no
Martes,Febrero,20,Laboral,7567,no
Miércoles,Febrero,20,Laboral,8035,no
Jueves,Febrero,20,Laboral,8544,si
Viernes,Febrero,20,Laboral,7601,si
Sábado,Febrero,20,Víspera,6600,si
Domingo,Febrero,20,Festivo,7211,si
Lunes,Febrero,21,Laboral,5213,no
Martes,Febrero,21,Laboral,6451,no
Miércoles,Febrero,21,Laboral,6805,no
Jueves,Febrero,21,Laboral,7543,si
Viernes,Febrero,21,Laboral,6450,si
Sábado,Febrero,21,Víspera,5327,si
Domingo,Febrero,21,Festivo,6090,si
Lunes,Febrero,22,Laboral,3178,no
Martes,Febrero,22,Laboral,4248,no
Miércoles,Febrero,22,Laboral,4433,no
Jueves,Febrero,22,Laboral,5266,si
Viernes,Febrero,22,Laboral,5328,si
Sábado,Febrero,22,Víspera,3295,si
Domingo,Febrero,22,Festivo,4112,si
Lunes,Febrero,23,Laboral,2262,no
Martes,Febrero,23,Laboral,2788,no
Miércoles,Febrero,23,Laboral,2964,no
Jueves,Febrero,23,Laboral,3808,si
Viernes,Febrero,23,Laboral,3633,si
Sábado,Febrero,23,Víspera,2066,si
Domingo,Febrero,23,Festivo,2863,si
Lunes,Febrero,24,Laboral,757,no
Martes,Febrero,24,Laboral,1144,no
Miércoles,Febrero,24,Laboral,1184,no
Jueves,Febrero,24,Laboral,1962,si
Viernes,Febrero,24,Laboral,2021,si
Sábado,Febrero,24,Víspera,896,si
Domingo,Febrero,24,Festivo,1019,si
Lunes,Febrero,1,Laboral,714,si
Martes,Febrero,1,Laboral,568,no
Miércoles,Febrero,1,Laboral,695,si
Jueves,Febrero,1,Laboral,612,si
Viernes,Febrero,1,Laboral,1735,si
Sábado,Febrero,1,Víspera,1805,si
Domingo,Febrero,1,Festivo,589,si
Lunes,Febrero,2,Laboral,372,si
Martes,Febrero,2,Laboral,365,no
Miércoles,Febrero,2,Laboral,341,si
Jueves,Febrero,2,Laboral,364,si
Viernes,Febrero,2,Laboral,1089,si
Sábado,Febrero,2,Víspera,1058,si
Domingo,Febrero,2,Festivo,314,si
Lunes,Febrero,3,Laboral,226,si
Martes,Febrero,3,Laboral,208,no
Miércoles,Febrero,3,Laboral,222,si
Jueves,Febrero,3,Laboral,197,si
Viernes,Febrero,3,Laboral,670,si
Sábado,Febrero,3,Víspera,798,si
Domingo,Febrero,3,Festivo,182,si
Lunes,Febrero,4,Laboral,247,si
Martes,Febrero,4,Laboral,174,no
Miércoles,Febrero,4,Laboral,182,si
Jueves,Febrero,4,Laboral,215,si
Viernes,Febrero,4,Laboral,454,si
Sábado,Febrero,4,Víspera,610,si
Domingo,Febrero,4,Festivo,189,si
Lunes,Febrero,5,Laboral,430,si
Martes,Febrero,5,Laboral,356,no
Miércoles,Febrero,5,Laboral,367,si
Jueves,Febrero,5,Laboral,357,si
Viernes,Febrero,5,Laboral,492,si
Sábado,Febrero,5,Víspera,540,si
Domingo,Febrero,5,Festivo,352,si
Lunes,Febrero,6,Laboral,1415,si
Martes,Febrero,6,Laboral,1278,no
Miércoles,Febrero,6,Laboral,1332,si
Jueves,Febrero,6,Laboral,1249,si
Viernes,Febrero,6,Laboral,989,si
Sábado,Febrero,6,Víspera,863,si
Domingo,Febrero,6,Festivo,1373,si
Lunes,Febrero,7,Laboral,5071,si
Martes,Febrero,7,Laboral,5058,no
Miércoles,Febrero,7,Laboral,5147,si
Jueves,Febrero,7,Laboral,4334,si
Viernes,Febrero,7,Laboral,1420,si
Sábado,Febrero,7,Víspera,967,si
Domingo,Febrero,7,Festivo,5261,si
Lunes,Febrero,8,Laboral,9204,si
Martes,Febrero,8,Laboral,9203,no
Miércoles,Febrero,8,Laboral,8939,si
Jueves,Febrero,8,Laboral,1510,si
Viernes,Febrero,8,Laboral,2382,si
Sábado,Febrero,8,Víspera,1398,si
Domingo,Febrero,8,Festivo,9142,si
Lunes,Febrero,9,Laboral,9743,si
Martes,Febrero,9,Laboral,9658,no
Miércoles,Febrero,9,Laboral,9874,si
Jueves,Febrero,9,Laboral,9495,si
Viernes,Febrero,9,Laboral,4028,si
Sábado,Febrero,9,Víspera,2190,si
Domingo,Febrero,9,Festivo,9756,si
Lunes,Febrero,10,Laboral,8097,si
Martes,Febrero,10,Laboral,8086,no
Miércoles,Febrero,10,Laboral,8222,si
Jueves,Febrero,10,Laboral,8349,si
Viernes,Febrero,10,Laboral,5857,si
Sábado,Febrero,10,Víspera,2824,si
Domingo,Febrero,10,Festivo,7585,si
Lunes,Febrero,11,Laboral,7415,si
Martes,Febrero,11,Laboral,7486,no
Miércoles,Febrero,11,Laboral,7448,si
Jueves,Febrero,11,Laboral,7654,si
Viernes,Febrero,11,Laboral,6844,si
Sábado,Febrero,11,Víspera,3857,si
Domingo,Febrero,11,Festivo,7063,si
Lunes,Febrero,12,Laboral,7405,si
Martes,Febrero,12,Laboral,7199,no
Miércoles,Febrero,12,Laboral,7415,si
Jueves,Febrero,12,Laboral,7614,si
Viernes,Febrero,12,Laboral,7265,si
Sábado,Febrero,12,Víspera,4281,si
Domingo,Febrero,12,Festivo,7470,si
Lunes,Febrero,13,Laboral,7633,si
Martes,Febrero,13,Laboral,7661,no
Miércoles,Febrero,13,Laboral,7699,si
Jueves,Febrero,13,Laboral,8143,si
Viernes,Febrero,13,Laboral,7522,si
Sábado,Febrero,13,Víspera,1218,si
Domingo,Febrero,13,Festivo,7475,si
Lunes,Febrero,14,Laboral,8732,si
Martes,Febrero,14,Laboral,8716,no
Miércoles,Febrero,14,Laboral,8671,si
Jueves,Febrero,14,Laboral,9941,si
Viernes,Febrero,14,Laboral,9012,si
Sábado,Febrero,14,Víspera,1118,si
Domingo,Febrero,14,Festivo,8251,si
Lunes,Febrero,15,Laboral,9757,si
Martes,Febrero,15,Laboral,9938,no
Miércoles,Febrero,15,Laboral,2661,si
Jueves,Febrero,15,Laboral,10753,si
Viernes,Febrero,15,Laboral,7848,si
Sábado,Febrero,15,Víspera,991,si
Domingo,Febrero,15,Festivo,9414,si
Lunes,Febrero,16,Laboral,9566,si
Martes,Febrero,16,Laboral,9779,no
Miércoles,Febrero,16,Laboral,2962,si
Jueves,Febrero,16,Laboral,10011,si
Viernes,Febrero,16,Laboral,6117,si
Sábado,Febrero,16,Víspera,1149,si
Domingo,Febrero,16,Festivo,9392,si
Lunes,Febrero,17,Laboral,9189,si
Martes,Febrero,17,Laboral,9355,no
Miércoles,Febrero,17,Laboral,1917,si
Jueves,Febrero,17,Laboral,8991,si
Viernes,Febrero,17,Laboral,7278,si
Sábado,Febrero,17,Víspera,428,si
Domingo,Febrero,17,Festivo,8989,si
Lunes,Febrero,18,Laboral,10091,si
Martes,Febrero,18,Laboral,9812,no
Miércoles,Febrero,18,Laboral,1883,si
Jueves,Febrero,18,Laboral,9126,si
Viernes,Febrero,18,Laboral,6613,si
Sábado,Febrero,18,Víspera,427,si
Domingo,Febrero,18,Festivo,8513,si
Lunes,Febrero,19,Laboral,9032,si
Martes,Febrero,19,Laboral,9052,no
Miércoles,Febrero,19,Laboral,3037,si
Jueves,Febrero,19,Laboral,9342,si
Viernes,Febrero,19,Laboral,5825,si
Sábado,Febrero,19,Víspera,2532,si
Domingo,Febrero,19,Festivo,8855,si
Lunes,Febrero,20,Laboral,7198,si
Martes,Febrero,20,Laboral,7736,no
Miércoles,Febrero,20,Laboral,4073,si
Jueves,Febrero,20,Laboral,8401,si
Viernes,Febrero,20,Laboral,6704,si
Sábado,Febrero,20,Víspera,5330,si
Domingo,Febrero,20,Festivo,7417,si
Lunes,Febrero,21,Laboral,6646,si
Martes,Febrero,21,Laboral,6250,no
Miércoles,Febrero,21,Laboral,3949,si
Jueves,Febrero,21,Laboral,7628,si
Viernes,Febrero,21,Laboral,6046,si
Sábado,Febrero,21,Víspera,4421,si
Domingo,Febrero,21,Festivo,5939,si
Lunes,Febrero,22,Laboral,4230,si
Martes,Febrero,22,Laboral,4269,no
Miércoles,Febrero,22,Laboral,2611,si
Jueves,Febrero,22,Laboral,5640,si
Viernes,Febrero,22,Laboral,4895,si
Sábado,Febrero,22,Víspera,2740,si
Domingo,Febrero,22,Festivo,4141,si
Lunes,Febrero,23,Laboral,2733,si
Martes,Febrero,23,Laboral,2930,no
Miércoles,Febrero,23,Laboral,1832,si
Jueves,Febrero,23,Laboral,3924,si
Viernes,Febrero,23,Laboral,3409,si
Sábado,Febrero,23,Víspera,1896,si
Domingo,Febrero,23,Festivo,2478,si
Lunes,Febrero,24,Laboral,1082,si
Martes,Febrero,24,Laboral,1159,no
Miércoles,Febrero,24,Laboral,782,si
Jueves,Febrero,24,Laboral,1967,si
Viernes,Febrero,24,Laboral,1793,si
Sábado,Febrero,24,Víspera,700,si
Domingo,Febrero,24,Festivo,944,si
Lunes,Febrero,1,Laboral,628,si
Martes,Febrero,1,Laboral,793,no
Miércoles,Febrero,1,Laboral,699,no
Jueves,Febrero,1,Laboral,1054,no
Viernes,Febrero,1,Laboral,1788,si
Sábado,Febrero,1,Víspera,2694,si
Domingo,Febrero,1,Festivo,548,si
Lunes,Febrero,2,Laboral,316,si
Martes,Febrero,2,Laboral,361,no
Miércoles,Febrero,2,Laboral,372,no
Jueves,Febrero,2,Laboral,535,no
Viernes,Febrero,2,Laboral,1045,si
Sábado,Febrero,2,Víspera,2114,si
Domingo,Febrero,2,Festivo,320,si
Lunes,Febrero,3,Laboral,208,si
Martes,Febrero,3,Laboral,221,no
Miércoles,Febrero,3,Laboral,207,no
Jueves,Febrero,3,Laboral,302,no
Viernes,Febrero,3,Laboral,767,si
Sábado,Febrero,3,Víspera,1627,si
Domingo,Febrero,3,Festivo,185,si
Lunes,Febrero,4,Laboral,207,si
Martes,Febrero,4,Laboral,200,no
Miércoles,Febrero,4,Laboral,199,no
Jueves,Febrero,4,Laboral,293,no
Viernes,Febrero,4,Laboral,503,si
Sábado,Febrero,4,Víspera,1066,si
Domingo,Febrero,4,Festivo,176,si
Lunes,Febrero,5,Laboral,375,si
Martes,Febrero,5,Laboral,369,no
Miércoles,Febrero,5,Laboral,409,no
Jueves,Febrero,5,Laboral,453,no
Viernes,Febrero,5,Laboral,489,si
Sábado,Febrero,5,Víspera,874,si
Domingo,Febrero,5,Festivo,354,si
Lunes,Febrero,6,Laboral,1407,si
Martes,Febrero,6,Laboral,1353,no
Miércoles,Febrero,6,Laboral,1522,no
Jueves,Febrero,6,Laboral,1488,no
Viernes,Febrero,6,Laboral,1033,si
Sábado,Febrero,6,Víspera,1032,si
Domingo,Febrero,6,Festivo,1011,si
Lunes,Febrero,7,Laboral,5162,si
Martes,Febrero,7,Laboral,4996,no
Miércoles,Febrero,7,Laboral,5047,no
Jueves,Febrero,7,Laboral,5165,no
Viernes,Febrero,7,Laboral,1518,si
Sábado,Febrero,7,Víspera,1178,si
Domingo,Febrero,7,Festivo,3925,si
Lunes,Febrero,8,Laboral,9002,si
Martes,Febrero,8,Laboral,8645,no
Miércoles,Febrero,8,Laboral,9175,no
Jueves,Febrero,8,Laboral,9014,no
Viernes,Febrero,8,Laboral,2514,si
Sábado,Febrero,8,Víspera,1375,si
Domingo,Febrero,8,Festivo,6540,si
Lunes,Febrero,9,Laboral,9900,si
Martes,Febrero,9,Laboral,9514,no
Miércoles,Febrero,9,Laboral,9767,no
Jueves,Febrero,9,Laboral,9710,no
Viernes,Febrero,9,Laboral,4146,si
Sábado,Febrero,9,Víspera,2114,si
Domingo,Febrero,9,Festivo,3813,si
Lunes,Febrero,10,Laboral,8122,si
Martes,Febrero,10,Laboral,7992,no
Miércoles,Febrero,10,Laboral,8269,no
Jueves,Febrero,10,Laboral,8275,no
Viernes,Febrero,10,Laboral,5952,si
Sábado,Febrero,10,Víspera,2980,si
Domingo,Febrero,10,Festivo,2845,si
Lunes,Febrero,11,Laboral,7396,si
Martes,Febrero,11,Laboral,8012,no
Miércoles,Febrero,11,Laboral,7586,no
Jueves,Febrero,11,Laboral,7728,no
Viernes,Febrero,11,Laboral,6772,si
Sábado,Febrero,11,Víspera,4296,si
Domingo,Febrero,11,Festivo,2661,si
Lunes,Febrero,12,Laboral,7290,si
Martes,Febrero,12,Laboral,7494,no
Miércoles,Febrero,12,Laboral,7549,no
Jueves,Febrero,12,Laboral,7962,no
Viernes,Febrero,12,Laboral,7477,si
Sábado,Febrero,12,Víspera,5493,si
Domingo,Febrero,12,Festivo,3601,si
Lunes,Febrero,13,Laboral,7485,si
Martes,Febrero,13,Laboral,8026,no
Miércoles,Febrero,13,Laboral,8156,no
Jueves,Febrero,13,Laboral,8591,no
Viernes,Febrero,13,Laboral,8070,si
Sábado,Febrero,13,Víspera,6409,si
Domingo,Febrero,13,Festivo,3333,si
Lunes,Febrero,14,Laboral,8536,si
Martes,Febrero,14,Laboral,9135,no
Miércoles,Febrero,14,Laboral,9248,no
Jueves,Febrero,14,Laboral,8528,no
Viernes,Febrero,14,Laboral,9303,si
Sábado,Febrero,14,Víspera,7441,si
Domingo,Febrero,14,Festivo,2818,si
Lunes,Febrero,15,Laboral,9802,si
Martes,Febrero,15,Laboral,10285,no
Miércoles,Febrero,15,Laboral,10091,no
Jueves,Febrero,15,Laboral,10237,no
Viernes,Febrero,15,Laboral,8318,si
Sábado,Febrero,15,Víspera,7045,si
Domingo,Febrero,15,Festivo,2937,si
Lunes,Febrero,16,Laboral,9735,si
Martes,Febrero,16,Laboral,9947,no
Miércoles,Febrero,16,Laboral,9879,no
Jueves,Febrero,16,Laboral,10378,no
Viernes,Febrero,16,Laboral,6211,si
Sábado,Febrero,16,Víspera,5364,si
Domingo,Febrero,16,Festivo,2740,si
Lunes,Febrero,17,Laboral,9632,si
Martes,Febrero,17,Laboral,9461,no
Miércoles,Febrero,17,Laboral,9698,no
